_id,_uuid,_timestamp,rpc,_ack_timestamp,_ack_status,response_time
38061,359404230124464.0,2025-11-11 20:10:48.249278,unlock,2025-11-11 20:10:48.388880,0.0,0.139602
38060,359404230124464.0,2025-11-11 20:10:40.208079,unlock,2025-11-11 20:10:40.389730,0.0,0.181651
38059,359404230124464.0,2025-11-11 20:10:31.919779,unlock,2025-11-11 20:10:32.069059,0.0,0.14928
38058,359404230124464.0,2025-11-11 20:10:23.925811,unlock,2025-11-11 20:10:24.072796,0.0,0.146985
38057,359404230124464.0,2025-11-11 20:10:16.007635,unlock,2025-11-11 20:10:16.150804,0.0,0.143169
38056,359404230124464.0,2025-11-11 20:10:07.974624,unlock,2025-11-11 20:10:08.150705,0.0,0.176081
38055,359404230124464.0,2025-11-11 20:10:00.059340,unlock,2025-11-11 20:10:00.229272,0.0,0.169932
38054,359404230124464.0,2025-11-11 20:09:52.089251,unlock,2025-11-11 20:09:52.229220,0.0,0.139969
38053,359404230124464.0,2025-11-11 20:09:43.993049,unlock,2025-11-11 20:09:44.150246,0.0,0.157197
38052,359404230124464.0,2025-11-11 20:09:35.964939,unlock,2025-11-11 20:09:36.153738,0.0,0.188799
38051,359404230124464.0,2025-11-11 20:09:27.931422,unlock,2025-11-11 20:09:28.069229,0.0,0.137807
38050,359404230124464.0,2025-11-11 20:09:19.936096,unlock,2025-11-11 20:09:20.070327,0.0,0.134231
38049,359404230124464.0,2025-11-11 20:09:12.016977,unlock,2025-11-11 20:09:12.230169,0.0,0.213192
38048,359404230124464.0,2025-11-11 20:09:04.007158,unlock,2025-11-11 20:09:04.150534,0.0,0.143376
38047,359404230124464.0,2025-11-11 20:08:55.699007,unlock,2025-11-11 20:08:55.909428,0.0,0.210421
38046,359404230124464.0,2025-11-11 20:08:47.746282,unlock,2025-11-11 20:08:47.909081,0.0,0.162799
38045,359404230124464.0,2025-11-11 20:08:39.709393,unlock,2025-11-11 20:08:39.911184,0.0,0.201791
38044,359404230124464.0,2025-11-11 20:08:31.795735,unlock,2025-11-11 20:08:31.909027,0.0,0.113292
38043,359404230124464.0,2025-11-11 20:08:23.771604,unlock,2025-11-11 20:08:23.910199,0.0,0.138595
38042,359404230124464.0,2025-11-11 20:08:15.689615,unlock,2025-11-11 20:08:15.830253,0.0,0.140638
38041,359404230124464.0,2025-11-11 20:08:07.191890,unlock,2025-11-11 20:08:07.349159,0.0,0.157269
38040,359404230124464.0,2025-11-11 20:07:58.760719,unlock,2025-11-11 20:07:58.950973,0.0,0.190254
38039,359404230124464.0,2025-11-11 20:07:50.125358,unlock,2025-11-11 20:07:50.309643,0.0,0.184285
38038,359404230124464.0,2025-11-11 20:07:42.383432,unlock,2025-11-11 20:07:42.549383,0.0,0.165951
38037,359404230124464.0,2025-11-11 20:07:34.354924,unlock,2025-11-11 20:07:34.549627,0.0,0.194703
38036,359404230124464.0,2025-11-11 20:07:26.374394,unlock,2025-11-11 20:07:26.551205,0.0,0.176811
38035,359404230124464.0,2025-11-11 20:07:18.335904,unlock,2025-11-11 20:07:18.469500,0.0,0.133596
38034,359404230124464.0,2025-11-11 20:07:10.272222,unlock,2025-11-11 20:07:10.469145,0.0,0.196923
38033,359404230124464.0,2025-11-11 20:07:02.166343,unlock,2025-11-11 20:07:02.309895,0.0,0.143552
38032,359404230124464.0,2025-11-11 20:06:53.996325,unlock,2025-11-11 20:06:54.149675,0.0,0.15335
38031,359404230124464.0,2025-11-11 20:06:45.969552,unlock,2025-11-11 20:06:46.153223,0.0,0.183671
38030,359404230124464.0,2025-11-11 20:06:37.672941,unlock,2025-11-11 20:06:37.831346,0.0,0.158405
38029,359404230124464.0,2025-11-11 20:06:29.637901,unlock,2025-11-11 20:06:29.831410,0.0,0.193509
38028,359404230124464.0,2025-11-11 20:06:21.656170,unlock,2025-11-11 20:06:21.829554,0.0,0.173384
38027,359404230124464.0,2025-11-11 20:06:13.500977,unlock,2025-11-11 20:06:13.669893,0.0,0.168916
38026,359404230124464.0,2025-11-11 20:06:05.354237,unlock,2025-11-11 20:06:05.516269,0.0,0.162032
38025,359404230124464.0,2025-11-11 20:05:57.232259,unlock,2025-11-11 20:05:57.349814,0.0,0.117555
38024,359404230124464.0,2025-11-11 20:05:49.096945,unlock,2025-11-11 20:05:49.271731,0.0,0.174786
38023,359404230124464.0,2025-11-11 20:05:40.959019,unlock,2025-11-11 20:05:41.109430,0.0,0.150411
38022,359404230124464.0,2025-11-11 20:05:32.958670,unlock,2025-11-11 20:05:33.109118,0.0,0.150448
38021,359404230124464.0,2025-11-11 20:05:24.512235,unlock,2025-11-11 20:05:24.715043,0.0,0.202808
38020,359404230124464.0,2025-11-11 20:05:16.210114,unlock,2025-11-11 20:05:16.387796,0.0,0.177682
38019,359404230124464.0,2025-11-11 20:05:07.911513,unlock,2025-11-11 20:05:08.068929,0.0,0.157416
38018,359404230124464.0,2025-11-11 20:04:59.668252,unlock,2025-11-11 20:04:59.829475,0.0,0.161223
38017,359404230124464.0,2025-11-11 20:04:51.409764,unlock,2025-11-11 20:04:51.592602,0.0,0.182838
38016,359404230124464.0,2025-11-11 20:04:43.449679,unlock,2025-11-11 20:04:43.596807,0.0,0.147128
38015,359404230124464.0,2025-11-11 20:04:35.166102,unlock,2025-11-11 20:04:35.349752,0.0,0.18365
38014,359404230124464.0,2025-11-11 20:04:26.876938,unlock,2025-11-11 20:04:27.030090,0.0,0.153152
38013,359404230124464.0,2025-11-11 20:04:18.878851,unlock,2025-11-11 20:04:19.029179,0.0,0.150328
38012,359404230124464.0,2025-11-11 20:04:10.408606,unlock,2025-11-11 20:04:10.549450,0.0,0.140844
38011,359404230124464.0,2025-11-11 20:04:02.031947,unlock,2025-11-11 20:04:02.149606,0.0,0.117659
38010,359404230124464.0,2025-11-11 20:03:53.609751,unlock,2025-11-11 20:03:53.750957,0.0,0.141206
38009,359404230124464.0,2025-11-11 20:03:45.503467,unlock,2025-11-11 20:03:45.669444,0.0,0.165977
38008,359404230124464.0,2025-11-11 20:03:35.952975,unlock,2025-11-11 20:03:36.069407,0.0,0.116432
38007,359404230124464.0,2025-11-11 20:03:27.744476,unlock,2025-11-11 20:03:27.908949,0.0,0.164473
38006,359404230124464.0,2025-11-11 20:03:18.891843,unlock,2025-11-11 20:03:19.037744,0.0,0.145901
38005,359404230124464.0,2025-11-11 20:03:10.657178,unlock,2025-11-11 20:03:10.797152,0.0,0.139974
38004,359404230124464.0,2025-11-11 20:03:01.832055,unlock,2025-11-11 20:03:01.997983,0.0,0.165928
38003,359404230124464.0,2025-11-11 20:02:53.284672,unlock,2025-11-11 20:02:53.518495,0.0,0.233823
37367,359404230124464.0,2025-11-11 14:16:03.239059,unlock,2025-11-11 14:16:03.431320,0.0,0.192261
37365,359404230124464.0,2025-11-11 14:15:55.201124,unlock,2025-11-11 14:15:55.348430,0.0,0.147306
37364,359404230124464.0,2025-11-11 14:15:46.786701,unlock,2025-11-11 14:15:46.948798,0.0,0.162097
37362,359404230124464.0,2025-11-11 14:15:38.313894,unlock,2025-11-11 14:15:38.468457,0.0,0.154563
37360,359404230124464.0,2025-11-11 14:15:29.889889,unlock,2025-11-11 14:15:30.067811,0.0,0.177922
37358,359404230124464.0,2025-11-11 14:15:21.315941,unlock,2025-11-11 14:15:21.508598,0.0,0.192657
37356,359404230124464.0,2025-11-11 14:15:12.883427,unlock,2025-11-11 14:15:13.041896,0.0,0.158469
37354,359404230124464.0,2025-11-11 14:15:03.871969,unlock,2025-11-11 14:15:04.068046,0.0,0.196077
37352,359404230124464.0,2025-11-11 14:14:55.410888,unlock,2025-11-11 14:14:55.588459,0.0,0.177571
37350,359404230124464.0,2025-11-11 14:14:46.986448,unlock,2025-11-11 14:14:47.109508,0.0,0.12306
37348,359404230124464.0,2025-11-11 14:14:38.530859,unlock,2025-11-11 14:14:38.708981,0.0,0.178122
37346,359404230124464.0,2025-11-11 14:14:30.126315,unlock,2025-11-11 14:14:30.308746,0.0,0.182431
37344,359404230124464.0,2025-11-11 14:14:21.823836,unlock,2025-11-11 14:14:21.989346,0.0,0.16551
37343,359404230124464.0,2025-11-11 14:14:13.576960,unlock,2025-11-11 14:14:13.748485,0.0,0.171525
37341,359404230124464.0,2025-11-11 14:14:04.888725,unlock,2025-11-11 14:14:05.028820,0.0,0.140095
37339,359404230124464.0,2025-11-11 14:13:56.598529,unlock,2025-11-11 14:13:56.788438,0.0,0.189909
37337,359404230124464.0,2025-11-11 14:13:48.156091,unlock,2025-11-11 14:13:48.309459,0.0,0.153368
37335,359404230124464.0,2025-11-11 14:13:39.641580,unlock,2025-11-11 14:13:39.828448,0.0,0.186868
37333,359404230124464.0,2025-11-11 14:13:30.815842,unlock,2025-11-11 14:13:30.949916,0.0,0.134074
37331,359404230124464.0,2025-11-11 14:13:22.419742,unlock,2025-11-11 14:13:22.628582,0.0,0.20884
37329,359404230124464.0,2025-11-11 14:13:13.401951,unlock,2025-11-11 14:13:13.588243,0.0,0.186292
37327,359404230124464.0,2025-11-11 14:13:04.975124,unlock,2025-11-11 14:13:05.189699,0.0,0.214575
37325,359404230124464.0,2025-11-11 14:12:56.506518,unlock,2025-11-11 14:12:56.708790,0.0,0.202272
37323,359404230124464.0,2025-11-11 14:12:47.885447,unlock,2025-11-11 14:12:48.068567,0.0,0.18312
37322,359404230124464.0,2025-11-11 14:12:39.418440,unlock,2025-11-11 14:12:39.588900,0.0,0.17046
37320,359404230124464.0,2025-11-11 14:12:31.131996,unlock,2025-11-11 14:12:31.268000,0.0,0.136004
37318,359404230124464.0,2025-11-11 14:12:22.667198,unlock,2025-11-11 14:12:22.788421,0.0,0.121223
37316,359404230124464.0,2025-11-11 14:12:14.013986,unlock,2025-11-11 14:12:14.149493,0.0,0.135507
37314,359404230124464.0,2025-11-11 14:12:05.520781,unlock,2025-11-11 14:12:05.668897,0.0,0.148116
37312,359404230124464.0,2025-11-11 14:11:56.575888,unlock,2025-11-11 14:11:56.709307,0.0,0.133419
37310,359404230124464.0,2025-11-11 14:11:48.299091,unlock,2025-11-11 14:11:48.469151,0.0,0.17006
37309,359404230124464.0,2025-11-11 14:11:40.133781,unlock,2025-11-11 14:11:40.310349,0.0,0.176568
37307,359404230124464.0,2025-11-11 14:11:31.919522,unlock,2025-11-11 14:11:32.068588,0.0,0.149066
37305,359404230124464.0,2025-11-11 14:11:23.632212,unlock,2025-11-11 14:11:23.749272,0.0,0.11706
37304,359404230124464.0,2025-11-11 14:11:14.988632,unlock,2025-11-11 14:11:15.109481,0.0,0.120849
37303,359404230124464.0,2025-11-11 14:11:06.728571,unlock,2025-11-11 14:11:06.868063,0.0,0.139492
37302,359404230124464.0,2025-11-11 14:10:58.480935,unlock,2025-11-11 14:10:58.628432,0.0,0.147497
37301,359404230124464.0,2025-11-11 14:10:50.035951,unlock,2025-11-11 14:10:50.228047,0.0,0.192096
37300,359404230124464.0,2025-11-11 14:10:41.762419,unlock,2025-11-11 14:10:41.908721,0.0,0.146302
37299,359404230124464.0,2025-11-11 14:10:33.465109,unlock,2025-11-11 14:10:33.668497,0.0,0.203388
37298,359404230124464.0,2025-11-11 14:10:24.933896,unlock,2025-11-11 14:10:25.109061,0.0,0.175165
37297,359404230124464.0,2025-11-11 14:10:16.641209,unlock,2025-11-11 14:10:16.790330,0.0,0.149121
37296,359404230124464.0,2025-11-11 14:10:08.388186,unlock,2025-11-11 14:10:08.549133,0.0,0.160947
37295,359404230124464.0,2025-11-11 14:09:59.567134,unlock,2025-11-11 14:09:59.747833,0.0,0.180699
37294,359404230124464.0,2025-11-11 14:09:50.936536,unlock,2025-11-11 14:09:51.109146,0.0,0.17261
37293,359404230124464.0,2025-11-11 14:09:42.667214,unlock,2025-11-11 14:09:42.788933,0.0,0.121719
37292,359404230124464.0,2025-11-11 14:09:34.379063,unlock,2025-11-11 14:09:34.548784,0.0,0.169721
37291,359404230124464.0,2025-11-11 14:09:26.381417,unlock,2025-11-11 14:09:26.547977,0.0,0.16656
37290,359404230124464.0,2025-11-11 14:09:18.353572,unlock,2025-11-11 14:09:18.468614,0.0,0.115042
37289,359404230124464.0,2025-11-11 14:09:09.978486,unlock,2025-11-11 14:09:10.150729,0.0,0.172243
37288,359404230124464.0,2025-11-11 14:09:01.873144,unlock,2025-11-11 14:09:01.988497,0.0,0.115353
37287,359404230124464.0,2025-11-11 14:08:53.733175,unlock,2025-11-11 14:08:53.911372,0.0,0.178197
37286,359404230124464.0,2025-11-11 14:08:45.385640,unlock,2025-11-11 14:08:45.508919,0.0,0.123279
37285,359404230124464.0,2025-11-11 14:08:37.180923,unlock,2025-11-11 14:08:37.348843,0.0,0.16792
37284,359404230124464.0,2025-11-11 14:08:29.196806,unlock,2025-11-11 14:08:29.348360,0.0,0.151554
37283,359404230124464.0,2025-11-11 14:08:21.156716,unlock,2025-11-11 14:08:21.347808,0.0,0.191092
37282,359404230124464.0,2025-11-11 14:08:13.158419,unlock,2025-11-11 14:08:13.349452,0.0,0.191033
37281,359404230124464.0,2025-11-11 14:08:05.132254,unlock,2025-11-11 14:08:05.268191,0.0,0.135937
37280,359404230124464.0,2025-11-11 14:07:56.968136,unlock,2025-11-11 14:07:57.109528,0.0,0.141392
37279,359404230124464.0,2025-11-11 14:07:48.957861,unlock,2025-11-11 14:07:49.108498,0.0,0.150637
37278,359404230124464.0,2025-11-11 14:07:40.846521,unlock,2025-11-11 14:07:41.028049,0.0,0.181528
37277,359404230124464.0,2025-11-11 14:07:32.308634,unlock,2025-11-11 14:07:32.470420,0.0,0.161786
37276,359404230124464.0,2025-11-11 14:07:24.309125,unlock,2025-11-11 14:07:24.468529,0.0,0.159404
37275,359404230124464.0,2025-11-11 14:07:16.314403,unlock,2025-11-11 14:07:16.468856,0.0,0.154453
37274,359404230124464.0,2025-11-11 14:07:08.235897,unlock,2025-11-11 14:07:08.388528,0.0,0.152631
37273,359404230124464.0,2025-11-11 14:07:00.234976,unlock,2025-11-11 14:07:00.389048,0.0,0.154072
37272,359404230124464.0,2025-11-11 14:06:52.166049,unlock,2025-11-11 14:06:52.351183,0.0,0.185134
37271,359404230124464.0,2025-11-11 14:06:43.906262,unlock,2025-11-11 14:06:44.069917,0.0,0.163655
37270,359404230124464.0,2025-11-11 14:06:35.714644,unlock,2025-11-11 14:06:35.908280,0.0,0.193636
37269,359404230124464.0,2025-11-11 14:06:27.565675,unlock,2025-11-11 14:06:27.748365,0.0,0.18269
37268,359404230124464.0,2025-11-11 14:06:19.452695,unlock,2025-11-11 14:06:19.588599,0.0,0.135904
37267,359404230124464.0,2025-11-11 14:06:11.265043,unlock,2025-11-11 14:06:11.428929,0.0,0.163886
37266,359404230124464.0,2025-11-11 14:06:03.276346,unlock,2025-11-11 14:06:03.428782,0.0,0.152436
37265,359404230124464.0,2025-11-11 14:05:55.076018,unlock,2025-11-11 14:05:55.269247,0.0,0.193229
37264,359404230124464.0,2025-11-11 14:05:47.018622,unlock,2025-11-11 14:05:47.197824,0.0,0.179202
37263,359404230124464.0,2025-11-11 14:05:38.993087,unlock,2025-11-11 14:05:39.120239,0.0,0.127152
37262,359404230124464.0,2025-11-11 14:05:30.688586,unlock,2025-11-11 14:05:30.899626,0.0,0.21104
37261,359404230124464.0,2025-11-11 14:05:22.559252,unlock,2025-11-11 14:05:22.707884,0.0,0.148632
37260,359404230124464.0,2025-11-11 14:05:14.368500,unlock,2025-11-11 14:05:14.548348,0.0,0.179848
37259,359404230124464.0,2025-11-11 14:05:06.088134,unlock,2025-11-11 14:05:06.228664,0.0,0.14053
37258,359404230124464.0,2025-11-11 14:04:57.923872,unlock,2025-11-11 14:04:58.068308,0.0,0.144436
37257,359404230124464.0,2025-11-11 14:04:49.732088,unlock,2025-11-11 14:04:49.908740,0.0,0.176652
37256,359404230124464.0,2025-11-11 14:04:41.647354,unlock,2025-11-11 14:04:41.828998,0.0,0.181644
37255,359404230124464.0,2025-11-11 14:04:33.253452,unlock,2025-11-11 14:04:33.429377,0.0,0.175925
37254,359404230124464.0,2025-11-11 14:04:25.120243,unlock,2025-11-11 14:04:25.267586,0.0,0.147343
37253,359404230124464.0,2025-11-11 14:04:16.991519,unlock,2025-11-11 14:04:17.123837,0.0,0.132318
37252,359404230124464.0,2025-11-11 14:04:08.903005,unlock,2025-11-11 14:04:09.028799,0.0,0.125794
37251,359404230124464.0,2025-11-11 14:04:00.770464,unlock,2025-11-11 14:04:00.947624,0.0,0.17716
37250,359404230124464.0,2025-11-11 14:03:52.503130,unlock,2025-11-11 14:03:52.720968,0.0,0.217838
37249,359404230124464.0,2025-11-11 14:03:44.201232,unlock,2025-11-11 14:03:44.405150,0.0,0.203918
37248,359404230124464.0,2025-11-11 14:03:35.544361,unlock,2025-11-11 14:03:35.756888,0.0,0.212527
37247,359404230124464.0,2025-11-11 14:03:27.367360,unlock,2025-11-11 14:03:27.596522,0.0,0.229162
37246,359404230124464.0,2025-11-11 14:03:18.768527,unlock,2025-11-11 14:03:19.368317,0.0,0.59979
37244,359404230124464.0,2025-11-11 14:03:04.258834,unlock,2025-11-11 14:03:04.384367,0.0,0.125533
37243,359404230124464.0,2025-11-11 14:02:56.077443,unlock,2025-11-11 14:02:56.224283,0.0,0.14684
37242,359404230124464.0,2025-11-11 14:02:47.800600,unlock,2025-11-11 14:02:47.986764,0.0,0.186164
37241,359404230124464.0,2025-11-11 14:02:39.581513,unlock,2025-11-11 14:02:39.756269,0.0,0.174756
37240,359404230124464.0,2025-11-11 14:02:31.172391,unlock,2025-11-11 14:02:31.356226,0.0,0.183835
37239,359404230124464.0,2025-11-11 14:02:22.432013,unlock,2025-11-11 14:02:23.027952,0.0,0.595939
37238,359404230124464.0,2025-11-11 14:02:09.094694,unlock,2025-11-11 14:02:09.294476,0.0,0.199782
37237,359404230124464.0,2025-11-11 14:02:00.401271,unlock,2025-11-11 14:02:00.575136,0.0,0.173865
37236,359404230124464.0,2025-11-11 13:59:29.882910,unlock,2025-11-11 13:59:30.068918,0.0,0.186008
37235,359404230124464.0,2025-11-11 13:59:20.549782,unlock,2025-11-11 13:59:20.708884,0.0,0.159102
37234,359404230124464.0,2025-11-11 13:59:11.020998,unlock,2025-11-11 13:59:11.188030,0.0,0.167032
37233,359404230124464.0,2025-11-11 13:59:01.786678,unlock,2025-11-11 13:59:01.996756,0.0,0.210078
37232,359404230124464.0,2025-11-11 13:58:52.360162,unlock,2025-11-11 13:58:52.557621,0.0,0.197459
37231,359404230124464.0,2025-11-11 13:58:41.262692,unlock,2025-11-11 13:58:42.872210,0.0,1.609518
37230,359404230124464.0,2025-11-11 13:58:30.654875,unlock,2025-11-11 13:58:30.788364,0.0,0.133489
37229,359404230124464.0,2025-11-11 13:58:20.970264,unlock,2025-11-11 13:58:21.108151,0.0,0.137887
37228,359404230124464.0,2025-11-11 13:58:11.101953,unlock,2025-11-11 13:58:11.268152,0.0,0.166199
37227,359404230124464.0,2025-11-11 13:58:01.705090,unlock,2025-11-11 13:58:01.828620,0.0,0.12353
37226,359404230124464.0,2025-11-11 13:57:52.433946,unlock,2025-11-11 13:57:52.628694,0.0,0.194748
37225,359404230124464.0,2025-11-11 13:57:43.082609,unlock,2025-11-11 13:57:43.293830,0.0,0.211221
37224,359404230124464.0,2025-11-11 13:57:33.553792,unlock,2025-11-11 13:57:33.668056,0.0,0.114264
37223,359404230124464.0,2025-11-11 13:57:24.430390,unlock,2025-11-11 13:57:24.548955,0.0,0.118565
37222,359404230124464.0,2025-11-11 13:57:15.252927,unlock,2025-11-11 13:57:15.427777,0.0,0.17485
37221,359404230124464.0,2025-11-11 13:57:05.924313,unlock,2025-11-11 13:57:06.068618,0.0,0.144305
37220,359404230124464.0,2025-11-11 13:56:56.650082,unlock,2025-11-11 13:56:56.788987,0.0,0.138905
37219,359404230124464.0,2025-11-11 13:56:47.264102,unlock,2025-11-11 13:56:47.427897,0.0,0.163795
37218,359404230124464.0,2025-11-11 13:56:37.842848,unlock,2025-11-11 13:56:37.988412,0.0,0.145564
37217,359404230124464.0,2025-11-11 13:56:28.399317,unlock,2025-11-11 13:56:28.548748,0.0,0.149431
37216,359404230124464.0,2025-11-11 13:56:18.491910,unlock,2025-11-11 13:56:18.627971,0.0,0.136061
37215,359404230124464.0,2025-11-11 13:56:08.840945,unlock,2025-11-11 13:56:09.029205,0.0,0.18826
37214,359404230124464.0,2025-11-11 13:55:59.480156,unlock,2025-11-11 13:55:59.675473,0.0,0.195317
37213,359404230124464.0,2025-11-11 13:55:50.055016,unlock,2025-11-11 13:55:50.236168,0.0,0.181152
37212,359404230124464.0,2025-11-11 13:55:38.085410,unlock,2025-11-11 13:55:41.192287,0.0,3.106877
37211,359404230124464.0,2025-11-11 13:55:27.016380,unlock,2025-11-11 13:55:27.208006,0.0,0.191626
37210,359404230124464.0,2025-11-11 13:55:16.128839,unlock,2025-11-11 13:55:18.084830,0.0,1.955991
37209,359404230124464.0,2025-11-11 13:55:05.025700,unlock,2025-11-11 13:55:05.187943,0.0,0.162243
37208,359404230124464.0,2025-11-11 13:54:55.807983,unlock,2025-11-11 13:54:55.988893,0.0,0.18091
37207,359404230124464.0,2025-11-11 13:54:46.548928,unlock,2025-11-11 13:54:46.709288,0.0,0.16036
37206,359404230124464.0,2025-11-11 13:54:36.915564,unlock,2025-11-11 13:54:37.117503,0.0,0.201939
37205,359404230124464.0,2025-11-11 13:54:27.611501,unlock,2025-11-11 13:54:27.755850,0.0,0.144349
37204,359404230124464.0,2025-11-11 13:54:16.424449,unlock,2025-11-11 13:54:19.196859,0.0,2.77241
37203,359404230124464.0,2025-11-11 13:54:06.188423,unlock,2025-11-11 13:54:06.325541,0.0,0.137118
37202,359404230124464.0,2025-11-11 13:53:56.370032,unlock,2025-11-11 13:53:56.575027,0.0,0.204995
37201,359404230124464.0,2025-11-11 13:53:47.335342,unlock,2025-11-11 13:53:47.537874,0.0,0.202532
37200,359404230124464.0,2025-11-11 13:53:35.943408,unlock,2025-11-11 13:53:38.239000,0.0,2.295592
37199,359404230124464.0,2025-11-11 13:53:25.736055,unlock,2025-11-11 13:53:25.910752,0.0,0.174697
37198,359404230124464.0,2025-11-11 13:53:16.279347,unlock,2025-11-11 13:53:16.473447,0.0,0.1941
37197,359404230124464.0,2025-11-11 13:53:07.123753,unlock,2025-11-11 13:53:07.277853,0.0,0.1541
37196,359404230124464.0,2025-11-11 13:52:58.023678,unlock,2025-11-11 13:52:58.179495,0.0,0.155817
37195,359404230124464.0,2025-11-11 13:52:48.947232,unlock,2025-11-11 13:52:49.112593,0.0,0.165361
37194,359404230124464.0,2025-11-11 13:52:39.713644,unlock,2025-11-11 13:52:39.916802,0.0,0.203158
37193,359404230124464.0,2025-11-11 13:52:30.584455,unlock,2025-11-11 13:52:30.794437,0.0,0.209982
37192,359404230124464.0,2025-11-11 13:52:21.601070,unlock,2025-11-11 13:52:21.752909,0.0,0.151839
37191,359404230124464.0,2025-11-11 13:52:12.315283,unlock,2025-11-11 13:52:12.473664,0.0,0.158381
